word,count,sep
senstive,1,good
wives.5,1,good
OST.Dislikes1,1,good
one.2,1,good
Soojae.3,1,good
him!5,1,good
gitaro,1,good
taja,1,good
taja?Dislikes1,1,good
leads.4,1,good
romcom?3,1,good
-yaaa,1,good
ppeum,1,good
Borahae,1,good
Check)Finding,1,good
Check)Furthermore,1,good
portfolio,1,good
Goodluck,1,good
hajin,1,good
^o^)So,1,good
goingto,1,good
anotherway,1,good
......,1,good
yesyesyeyesyedyesyedyesyedyedyesyesyesyesyes,1,good
learner,1,good
jong,1,good
hyeop,1,good
Hardest,1,good
this-,1,good
members.-,1,good
DislikesWish,1,good
outs.3,1,good
partners.3,1,good
mesmerized,1,good
onscreen)Dislikes1,1,good
cult.2,1,good
coca,1,good
story.4,1,good
them.3,1,good
hyperacusis,1,good
lol.4,1,good
DislikesThe,1,good
Seok).I'm,1,good
flaming,1,good
Deaf,1,good
cringe!Cast,1,good
Blossoms,1,good
one!It,1,good
Boarding,1,good
life.#ourblues,1,good
dapper,1,good
mildest,1,good
anythi,1,good
Finding,1,good
pledges,1,good
received,1,good
Liberation,1,good
plot!At,1,good
serendipitous,1,good
me.-President,1,good
Character.-I,1,good
ending).2,1,good
cameos).Rating,1,good
closure.2,1,good
life.4,1,good
movie.5,1,good
metaverse,1,good
Love.2,1,good
females.3,1,good
buddhist,1,good
temple.5,1,good
durations,1,good
acknowledgeable,1,good
Inception,1,good
VFXs,1,good
tormenting,1,good
8.0REMARKABLE,1,good
dhe,1,good
fatsuit,1,good
match.3,1,good
Seonjung,1,good
toxic/,1,good
ETL,1,good
overseen,1,good
well!Rewatch,1,good
https://youtu.be/PUBlw65Xaa4?t=73)Plot,1,good
scenesOverallI,1,good
satisfaction)Still,1,good
expectations!The,1,good
day.(2020,1,good
now.-Soo,1,good
ending?It,1,good
sceness,1,good
justsimple,1,good
miscellaneous,1,good
wiles,1,good
point.)However,1,good
enthousiastic,1,good
gous,1,good
rootop,1,good
baaaaddd,1,good
Dense,1,good
excites,1,good
dolts,1,good
Errors,1,good
elast,1,good
condition.3,1,good
Seul.4,1,good
episode!!Dislikes1,1,good
proprie,1,good
witn,1,good
afterworld,1,good
fencers,1,good
straightness,1,good
medalist,1,good
perms,1,good
"Happiness""This",1,good
sportsman,1,good
etiquettes,1,good
bowls,1,good
elemets,1,good
OVERVIEW,1,good
lighearted,1,good
graduates,1,good
distributors,1,good
makeup(they,1,good
Skate,1,good
skates,1,good
preachiness,1,good
Sunsets,1,good
torturing,1,good
repeatedCAST,1,good
Gaze,1,good
job!!!!P.s,1,good
eterno!!Forse,1,good
recitazione,1,good
"nascoste(male),minacce",1,good
metri,1,good
inutili,1,good
scrivere,1,good
delle,1,good
earmuffs,1,good
ricchezze,1,good
mentre,1,good
loro,1,good
paese,1,good
d'origine,1,good
tralasciando,1,good
Vivono,1,good
anni,1,good
umile,1,good
entrare,1,good
dei,1,good
lingotti,1,good
vorr,1,good
carattere,1,good
spits,1,good
permutations,1,good
bakeries,1,good
inquisitiveness,1,good
itinerary,1,good
wanderings,1,good
destination.6/2/23,1,good
vestibular,1,good
magari,1,good
svegliare,1,good
cambiano,1,good
suonare,1,good
Comunque,1,good
dopo,1,good
uninventive,1,good
accomplish,1,good
10000000/10,1,good
happened.so,1,good
disppointment,1,good
expectatiobs,1,good
contribute,1,good
pre-2013,1,good
discouragement,1,good
accents,1,good
accented,1,good
clap,1,good
joking,1,good
difinte,1,good
saranno,1,good
canteranno,1,good
questi,1,good
sensations,1,good
detailing,1,good
Tibetan,1,good
inefficiency,1,good
"breaker""People",1,good
evolutions,1,good
CUTIES.-plot,1,good
interections,1,good
lol)The,1,good
ASAP,1,good
ANSWERS,1,good
mimicry,1,good
PlotIt,1,good
watching2,1,good
dark)4,1,good
Untapped,1,good
holesI,1,good
shows)3,1,good
ontop,1,good
peeople,1,good
watch.i,1,good
mml,1,good
househusbands,1,good
epi8,1,good
greenlight,1,good
environment-,1,good
raindropAnd,1,good
Sooho,1,good
perf,1,good
fcking,1,good
perpetuator,1,good
TERRIFIC,1,good
lmn,1,good
rjy,1,good
myeong,1,good
ignors,1,good
apainful,1,good
luminate,1,good
it!its,1,good
tlo,1,good
across.i,1,good
dojin,1,good
unfurnished,1,good
newby,1,good
scandel,1,good
wakes,1,good
41yo,1,good
22yo,1,good
28yo,1,good
livin,1,good
mario,1,good
20yrs,1,good
sceneit,1,good
hyub,1,good
trafficker,1,good
neigbours,1,good
archaelogist,1,good
interpreter,1,good
Remarkable,1,good
shee,1,good
emporer,1,good
descendent,1,good
taoist,1,good
9yrs,1,good
"tomorrow""as",1,good
JooHyang,1,good
hoon(ML-2,1,good
ML-2,1,good
emporers,1,good
awakes,1,good
astronomers,1,good
forgeries,1,good
palanquin,1,good
agree,1,good
breakouts,1,good
haram,1,good
Vs,1,good
acriminal,1,good
10years,1,good
desides,1,good
sedation,1,good
studders,1,good
quickest,1,good
psycopatic,1,good
eachother.-actors,1,good
it.-couples,1,good
joints,1,good
proprioceptive,1,good
loadfull,1,good
dj,1,good
intial,1,good
hansoo,1,good
camcorders,1,good
end15/16,1,good
cuffs,1,good
part2,1,good
utuber,1,good
utube,1,good
tropiness,1,good
OTP.ABOUT,1,good
4s,1,good
DVRs,1,good
ep8,1,good
crunch,1,good
thetr,1,good
exocits,1,good
quriky,1,good
adventage,1,good
upstairs,1,good
Primary,1,good
significantly,1,good
disturbed,1,good
pail,1,good
burt,1,good
Chef,1,good
Rocket,1,good
Ooo,1,good
-_-,1,good
emphazises,1,good
millenialls,1,good
friendgroup,1,good
happy;just,1,good
pecking,1,good
premature,1,good
startwhich,1,good
batsh!t,1,good
uck).The,1,good
FL.Crazy,1,good
everythingenemies,1,good
misunderstandingsonce,1,good
drugging,1,good
Love.)IN,1,good
partsand,1,good
thinkand,1,good
laughs.(Full,1,good
7s,1,good
Star+,1,good
engaging.4,1,good
PERFECT!6,1,good
XDOf,1,good
3Thats,1,good
mon,1,good
gojin,1,good
go)where,1,good
gasps,1,good
slasher,1,good
FYi,1,good
excitedUnlike,1,good
driest,1,good
personality(No,1,good
therapist.)Flaws,1,good
here.-,1,good
y.,1,good
cooly,1,good
thriller)Although,1,good
thosethings,1,good
100.Goodbye,1,good
estranha,1,good
gancho,1,good
senti,1,good
ganchos,1,good
bonito,1,good
raping,1,good
minehero,1,good
-Petty,1,good
soild,1,good
too!If,1,good
theperformances,1,good
amputation,1,good
SAAY.What,1,good
captivity,1,good
Treat,1,good
jeez,1,good
Balanced,1,good
Sismance=10/10+Grandfather,1,good
Scenes=11/10+friendship,1,good
OSTs=9/10+A,1,good
wholesome.overall,1,good
lotus,1,good
story=8.7/10+fun,1,good
DIALOGUES,1,good
FAVOURITE:*KANG,1,good
TAEMOO,1,good
OUT,1,good
-RICH,1,good
-IF,1,good
it),1,good
*PS,1,good
SOMEWHERE,1,good
INTERESTED,1,good
troperelationships,1,good
problemwork,1,good
draggyUnnecessary,1,good
twistslow,1,good
prefrormances,1,good
currant,1,good
innovating,1,good
knid,1,good
alond,1,good
undergo,1,good
articulations,1,good
standings,1,good
suffocation,1,good
subconsciousness,1,good
materialises,1,good
serendipity,1,good
acoustics,1,good
Doors,1,good
"""Life",1,good
stall,1,good
whole.full,1,good
SPOILERSeven,1,good
yeongguk,1,good
hong,1,good
collides,1,good
MATTERS,1,good
sassier,1,good
DEFINITION,1,good
youngseos,1,good
sunghoon,1,good
hari,1,good
2d,1,good
haris,1,good
SPOILERSi,1,good
him.therefore,1,good
surroundingthe,1,good
premisses,1,good
reenacting,1,good
"big""names",1,good
theactors,1,good
andlovable,1,good
lovedramas,1,good
consideringthe,1,good
ofthe,1,good
girland,1,good
down(sad,1,good
Risky,1,good
jiungs,1,good
pizazz-,1,good
nj,1,good
delved,1,good
episodes.im,1,good
housemates-,1,good
dusik,1,good
break-,1,good
BUt,1,good
BUT,1,good
gamri,1,good
yijoon,1,good
miseon,1,good
GENREits,1,good
overwhelming+,1,good
plot+,1,good
CHARACTERSi,1,good
s*icidal,1,good
yeonsu,1,good
ragther,1,good
pontentials,1,good
season.-Sometimes,1,good
cold.-The,1,good
twistsPossitives:-Slice,1,good
actingOverall,1,good
vilain,1,good
realtionships,1,good
long.notice,1,good
me:1,1,good
"attractive"".4",1,good
designated,1,good
villain.6,1,good
archaeopteryx,1,good
couples).It,1,good
too.--------EDIT,1,good
seen--,1,good
lodgings,1,good
undesired,1,good
tenant-,1,good
OBH,1,good
Underwhelming,1,good
Midway,1,good
erroneous,1,good
investigative-,1,good
nothing-,1,good
Sacrilege,1,good
chingu).12-,1,good
intermingling,1,good
unpacked,1,good
fovourite,1,good
conlusion,1,good
advertisment,1,good
Liver,1,good
Daydream,1,good
end?Does,1,good
kids?Why,1,good
boxers,1,good
rub,1,good
hit!-,1,good
employee.-,1,good
comms,1,good
conversation.2,1,good
picture.3,1,good
Comfy,1,good
Air,1,good
conditioner,1,good
heater,1,good
charger,1,good
alone.-,1,good
Guilty,1,good
mistfortunes,1,good
concusions,1,good
remembable,1,good
appartments,1,good
Theweb,1,good
wierder,1,good
entartaining,1,good
myslf,1,good
solide,1,good
unjustice,1,good
Pleasure,1,good
wealthier,1,good
Heras,1,good
grease,1,good
cheesey,1,good
attituded,1,good
redeption,1,good
misbehavior,1,good
curable,1,good
Antagonist,1,good
situationTo,1,good
PAUSE,1,good
atropic,1,good
r*pe,1,good
rehabilitive,1,good
occurrance,1,good
columns,1,good
out?I,1,good
lotttt,1,good
was.-,1,good
dilf,1,good
Unbalanced,1,good
boms,1,good
GODDAMN,1,good
BACKSTORY,1,good
yells,1,good
ornamental,1,good
smut,1,good
underaged,1,good
Webtoon,1,good
Frustrated,1,good
Frustating,1,good
adorable!!The,1,good
rougthless,1,good
milde,1,good
delightfull,1,good
strugle,1,good
ADR'ed,1,good
Prelude,1,good
mythologies,1,good
grownup,1,good
persepctives,1,good
demsal,1,good
dispare,1,good
damndest,1,good
hambug,1,good
homosexuality.-,1,good
RAINBOW,1,good
APARTMENT!!-,1,good
show!There,1,good
sl1s,1,good
bombardment,1,good
serving,1,good
humans?The,1,good
sereis,1,good
skimpy,1,good
litter,1,good
staler,1,good
tread,1,good
friendless,1,good
savant,1,good
pout,1,good
Tall,1,good
Butterflies,1,good
sucking,1,good
unknowable,1,good
whaaat,1,good
pecks,1,good
sungs,1,good
ugh)You,1,good
RARE,1,good
entartainment,1,good
ambisious,1,good
oompa,1,good
loompa,1,good
desinger,1,good
attelier,1,good
Eccentric,1,good
bloods,1,good
hemophiliac,1,good
medichlorians,1,good
sunshine!!!)The,1,good
HUMAn,1,good
eww,1,good
right?ME,1,good
gadget,1,good
viwer,1,good
deserts,1,good
solved!In,1,good
possy,1,good
empiric,1,good
Wealthy,1,good
Elegant,1,good
schmooze,1,good
sighted,1,good
degrades,1,good
diatribe,1,good
swells,1,good
wasteland,1,good
slander,1,good
disownment,1,good
patern,1,good
Sometoon,1,good
specks,1,good
cours,1,good
stent,1,good
time.6.0,1,good
devistating,1,good
respond,1,good
unsturdy,1,good
whiffs,1,good
detraction,1,good
roofless,1,good
townie,1,good
sabers,1,good
SW)The,1,good
DATCP,1,good
concution,1,good
EY.And,1,good
nad,1,good
overstuffed,1,good
B+/A-,1,good
plights,1,good
BASIC,1,good
triumvirate,1,good
appointee,1,good
isolationist,1,good
ethnocentrism,1,good
elitism,1,good
castration,1,good
doer,1,good
o'l,1,good
gulf,1,good
canvases,1,good
SNs,1,good
motivate,1,good
homoerotic,1,good
frolics,1,good
redressing,1,good
cowers,1,good
crumpling,1,good
thrall,1,good
pious,1,good
anarchy,1,good
saccharin,1,good
schoolgirls,1,good
anorexic,1,good
traveled,1,good
collition,1,good
around)Enjoy,1,good
wiring,1,good
cadre,1,good
plagiarizes,1,good
Unbeknown,1,good
pickle,1,good
callus,1,good
airy,1,good
bough,1,good
toiling,1,good
clogs,1,good
ruminations,1,good
Range,1,good
clicked,1,good
vinery,1,good
White,1,good
metters,1,good
prompts,1,good
misunderstadings,1,good
soundstage,1,good
etc.etc,1,good
bl!lol,1,good
"""One",1,good
drilling,1,good
blackmailers,1,good
dissection,1,good
copier,1,good
victimizing,1,good
wettest,1,good
done.5.0,1,good
next?'Overall,1,good
NCT(visuals,1,good
dottore,1,good
Fit,1,good
momonet,1,good
sunbaek,1,good
flairs,1,good
soften,1,good
unempathetic,1,good
whine,1,good
mousy,1,good
story.2,1,good
latitude,1,good
tends,1,good
actualization,1,good
scholarships,1,good
laugher,1,good
existencial,1,good
quibbles,1,good
Underbaked,1,good
ananlogy,1,good
Netflixandsnacks,1,good
standers,1,good
shity,1,good
Shakespeare,1,good
gatto,1,good
Sono,1,good
giuste,1,good
l'altro,1,good
passarsi,1,good
qualcosa,1,good
impegnativo,1,good
originale,1,good
qua,1,good
clashing,1,good
gats,1,good
gats!Anygat,1,good
oomf,1,good
positioning,1,good
stylings,1,good
agro,1,good
buffi,1,good
chiamerei,1,good
parolone,1,good
adolescenti,1,good
amici,1,good
Piacevole,1,good
biscuits,1,good
HY,1,good
anachronisms,1,good
watch?A,1,good
apprezzare,1,good
bellini,1,good
insieme,1,good
Sarebbe,1,good
bello,1,good
storie,1,good
carino,1,good
temuto,1,good
ancor,1,good
vede,1,good
recitare,1,good
commentano,1,good
l'episodio,1,good
chronicler,1,good
MEN,1,good
Moot,1,good
lettuce,1,good
tenses,1,good
pronouns,1,good
thinking!Production,1,good
Larger,1,good
HaeBom,1,good
HaeBoms,1,good
TEAR,1,good
"scene""",1,good
Very,1,good
anddd,1,good
reiterate,1,good
WATCHING.unless,1,good
so?Q,1,good
entertaining?A,1,good
headmistress,1,good
switcheroo,1,good
Introduction2,1,good
Acting6,1,good
Misses,1,good
Production8,1,good
soooooooooooo,1,good
activism,1,good
slivers,1,good
lockstep,1,good
glutton,1,good
classifies,1,good
HIMYM,1,good
scatta,1,good
perdete,1,good
ridere,1,good
Strategic,1,good
moist,1,good
frosting,1,good
loony,1,good
loose!You,1,good
KBL.We,1,good
jaunt,1,good
preventable,1,good
leads).Jisoo,1,good
Blackpink,1,good
exemplified,1,good
emboldened,1,good
SAFETY,1,good
squabbles,1,good
Youngro,1,good
BELIEVABLE,1,good
prototypical,1,good
roughness,1,good
catchup,1,good
textures,1,good
horseback,1,good
uninspiring,1,good
enduring,1,good
overthinkers,1,good
betters,1,good
WHy,1,good
BARGAINING'I'm,1,good
steering,1,good
destinations,1,good
hopefuls,1,good
shining,1,good
pastiche,1,good
style:''You,1,good
grays,1,good
driftwood,1,good
relentlessness,1,good
transience,1,good
Scandinavian,1,good
pastoral,1,good
parrots,1,good
series:-Which,1,good
repeatings,1,good
kneelings,1,good
transgressorsWould,1,good
-Anonymous,1,good
twist)-,1,good
HEFTY,1,good
contained,1,good
gayness,1,good
indenture,1,good
Noodle,1,good
Manic,1,good
pixie,1,good
jumpers,1,good
shaggy,1,good
kissable,1,good
sesquizygotic,1,good
Orientation,1,good
envoy,1,good
mysterial,1,good
hexagon,1,good
exist,1,good
acting-----where,1,good
MEMORIES,1,good
cutlery,1,good
branded,1,good
yaoi,1,good
ideologue,1,good
inharmonious,1,good
invariable,1,good
cookbook,1,good
predictableness,1,good
unrealities,1,good
you'll,1,good
filers,1,good
unflawed,1,good
detectable,1,good
microsecond,1,good
neatest,1,good
Bgm,1,good
me?Anyone,1,good
gayer,1,good
cancellations,1,good
monotonal,1,good
iso,1,good
cutst,1,good
FL.This,1,good
"thing,-",1,good
-ve,1,good
mmhm,1,good
slang,1,good
dropped,1,good
embarrassments,1,good
overcrowded,1,good
Description,1,good
crockery,1,good
Sure,1,good
Yechan,1,good
Hyung,1,good
impermanence,1,good
Reunion,1,good
screws,1,good
unpredictableness,1,good
astonishment,1,good
DCinematography,1,good
shadier,1,good
OST/,1,good
entertain,1,good
thinigs,1,good
cuase,1,good
Oops,1,good
withering,1,good
Arthdals,1,good
digestable,1,good
lovesickness,1,good
top.(Extra,1,good
whinny,1,good
bish,1,good
bish!The,1,good
Humankind,1,good
acadamics,1,good
booklover,1,good
Poems,1,good
19s,1,good
loot,1,good
characterdevelopment,1,good
somecharacter,1,good
'Maybe,1,good
stoked,1,good
satellite,1,good
buss,1,good
b*t$h,1,good
opinin,1,good
friendship)The,1,good
underbite,1,good
that??!Great,1,good
Kissable,1,good
cheapie,1,good
30somethings,1,good
cheapies,1,good
friendicidal,1,good
unrestrained,1,good
intuitions,1,good
BEGINNING,1,good
knifer,1,good
Bloodhounds,1,good
Vulnerable,1,good
nobodies,1,good
versatiity,1,good
deficits,1,good
conquerors,1,good
0ne,1,good
bounced,1,good
cheques,1,good
entrails,1,good
ras,1,good
laboratory,1,good
cone,1,good
MBTIs,1,good
allusions,1,good
shots-,1,good
facorite,1,good
marine,1,good
wassup,1,good
BISH,1,good
Bish,1,good
Gi=,1,good
manytimes,1,good
nicki,1,good
product.2,1,good
above?The,1,good
dashcam,1,good
allergies,1,good
her.3,1,good
cheque,1,good
chitchat,1,good
startled,1,good
to).The,1,good
allrewatch,1,good
mind.story,1,good
merewatch,1,good
on.the,1,good
critque,1,good
outsehyun,1,good
yeonwoos,1,good
following:1,1,good
were.2,1,good
desktop,1,good
bandages,1,good
season?Color,1,good
stuntmen,1,good
Lush,1,good
Hyeon=,1,good
worships,1,good
indent,1,good
night?I,1,good
all-,1,good
Holy,1,good
8.Rewatch,1,good
Valu-1/10No,1,good
Overall-5.5/10Overall,1,good
Cast-10/10Everyone,1,good
go-,1,good
Gon,1,good
Story-7.5/10If,1,good
away-,1,good
HIM!!!!Acting,1,good
bing,1,good
mouthIt,1,good
medis,1,good
important?)LINE,1,good
unreleased,1,good
ASAP.MUSIC,1,good
not?Question??1,1,good
surgery2,1,good
lazuri3,1,good
kidnapped3,1,good
not?4,1,good
"Ha""?6",1,good
Triangle,1,good
probe?There,1,good
Jae-,1,good
7.Music-8/10The,1,good
qas,1,good
me.{Spoiler,1,good
ahead}Story,1,good
background-,1,good
amd,1,good
cinematographySuspense,1,good
Dilemmas,1,good
Fickle,1,good
spectacular-,1,good
spoiler]The,1,good
warmingACTING,1,good
introspections,1,good
properly!OVERALL,1,good
different!CAST,1,good
advises,1,good
victim?She,1,good
Talks,1,good
pariah,1,good
acessory,1,good
inbalance,1,good
hyul,1,good
explored,1,good
floppy,1,good
fuckers,1,good
wrecker,1,good
spoiler)An,1,good
beneath,1,good
medicos,1,good
perversity,1,good
prowling,1,good
footnotes,1,good
buckles,1,good
vers,1,good
SNOREEEEE,1,good
leadthe,1,good
offhanded,1,good
heartfeltness,1,good
egocentrism,1,good
him.(Sidenote,1,good
unsubtle,1,good
interviewing,1,good
hypothesizing,1,good
