actor_name,drama_name,story_score,acting_cast_score,music_score,rewatch_value_score,overall_score
Cha Min Ji,Bad Love,7.0,7.8,5.2,5.2,7.0
Cha Min Ji,"Bravo, My Life",8.2,9.0,8.0,5.5,8.5
Cha Min Ji,How to Be Thirty,6.4,7.7,6.6,5.5,6.5
Cha Rae Hyung,The Good Detective Season 2,7.6,9.3,6.8,5.9,7.8
Cha Seo Won,Liver or Die,6.6,7.9,6.7,4.5,6.8
Cha Seo Won,Miss Lee,6.3,9.0,5.0,4.8,5.8
Cha Seo Won,Second Husband,5.5,6.8,5.7,3.5,5.6
Cha Seo Won,Unintentional Love Story,8.4,8.9,8.5,8.3,8.8
Cha Seung Won,A Korean Odyssey,6.8,8.4,8.4,6.0,7.7
Cha Seung Won,One Ordinary Day,8.3,9.6,7.6,6.2,8.0
Cha Seung Won,Our Blues,9.8,9.9,9.3,9.2,9.7
Cha Seung Won,Splendid Politics,6.9,7.4,7.1,4.7,7.2
Cha Shi Hyuk,Individual Circumstances,5.5,6.5,6.3,4.4,5.9
Cha Shi Won,Bad and Crazy,6.5,8.3,7.2,5.8,7.0
Cha Soo Jin,Nobleman Ryu's Wedding,6.5,7.7,7.0,5.1,6.9
Cha Soon Bae,Mental Coach Jegal,8.1,8.4,6.4,5.8,7.4
Cha Soon Bae,Yonder,8.4,9.1,8.2,7.0,8.7
Cha Sun Woo,Angry Mom,8.7,9.2,7.7,7.1,8.6
Cha Sun Woo,Less Than Evil,7.5,8.4,7.2,5.9,7.8
Cha Sun Woo,Level Up,6.9,7.5,6.0,4.2,6.8
Cha Sun Woo,Manhole,7.2,7.4,5.6,4.8,6.8
Cha Sun Woo,The Master of Revenge,7.2,8.8,7.0,2.7,7.3
Cha Sun Woo,Two Hearts,8.2,8.8,8.0,7.2,8.0
Cha Sung Je,Lies Hidden in My Garden,7.5,8.9,8.2,5.9,7.7
Cha Tae Hyun,Brain Works,7.6,8.2,6.2,6.8,7.4
Cha Tae Hyun,Hit the Top,7.2,8.8,8.1,6.7,7.9
Cha Tae Hyun,Matrimonial Chaos,7.5,8.9,7.4,6.0,7.6
Cha Tae Hyun,Police University,6.9,7.8,6.9,5.0,7.0
Cha Tae Hyun,Team Bulldog: Off-duty Investigation,9.2,9.5,8.3,7.9,9.2
Cha Tae Hyun,The Producers,7.8,9.2,7.8,6.6,8.2
Cha Woo Min,The Tasty Florida,6.1,7.4,8.0,5.9,6.9
Cha Ye Ryun,Battle for Happiness,8.3,8.4,8.8,6.4,7.9
Cha Ye Ryun,Glamorous Temptation,6.0,7.9,5.7,2.8,6.1
Cha Ye Ryun,Gold Mask,6.8,8.2,6.4,4.5,7.1
Cha Ye Ryun,Gracious Revenge,5.8,6.5,5.0,3.5,5.8
Cha Ye Ryun,Midnight Thriller,9.5,9.5,8.0,9.0,9.5
Cha Ye Ryun,Perfume,7.5,8.8,7.3,6.8,7.7
Cha Yi Do,A Beauty of Revenge,5.8,7.1,3.3,2.3,4.8
Cha Yoo Jin,Romantic Witch's Starlight Sonata,5.5,7.0,5.2,4.2,5.2
Cha Yoo Jin,To.Two,9.2,8.9,8.8,9.0,9.1
Chae Dong Hyun,Monkey and Dog Romance,4.0,9.0,3.0,1.0,5.0
Chae Gook Hee,The World of the Married,7.8,9.3,8.3,5.5,8.0
Chae Ji An,My Woofy Poofy Love,5.0,4.5,4.0,3.0,5.5
Chae Jong Hyeop,Love All Play,7.8,8.8,8.2,6.2,8.1
Chae Jong Hyeop,"Nevertheless,",4.4,8.0,8.5,2.9,5.3
Chae Jong Hyeop,Sisyphus: The Myth,8.5,9.2,8.5,7.4,8.3
Chae Jong Hyeop,The Witch's Diner,7.8,8.5,7.5,6.0,8.0
Chae Jong Hyeop,Unlock My Boss,8.9,9.2,8.5,7.7,8.6
Chae Jung An,Entertainer,7.9,8.4,8.7,6.6,7.9
Chae Jung An,Family: The Unbreakable Bond,5.1,7.7,6.7,3.2,5.9
Chae Jung An,Legal High,6.7,7.5,5.9,5.1,6.3
Chae Jung An,Man to Man,6.9,8.6,6.9,5.8,7.3
Chae Jung An,Monthly Magazine Home,7.3,8.5,7.9,5.5,7.1
Chae Jung An,Suits,8.2,8.9,7.0,6.4,7.9
Chae Jung An,The King of Pigs,9.3,9.7,9.1,8.4,9.5
Chae Jung An,Yong Pal,8.4,9.1,7.5,7.5,8.4
Chae Sang Woo,Revenge of Others,7.6,8.3,7.5,5.8,7.5
Chae Seo Jin,"Coffee, Do Me a Favor",5.3,7.9,5.0,4.2,5.2
Chae Seo Jin,Girls' Generation 1979,9.0,9.2,9.0,8.0,9.2
Chae Seo Jin,Positive Physique,6.3,8.7,6.8,7.2,7.2
Chae Shi Ra,Goodbye to Goodbye,7.7,8.1,6.6,6.0,7.6
Chae Shi Ra,The Banker,8.0,8.0,8.0,5.0,8.0
Chae Soo Ah,Star Struck,5.7,7.8,6.5,3.7,5.8
Chae Soo Bin,A Piece of Your Mind,7.8,9.4,8.5,7.0,8.1
Chae Soo Bin,House of Bluebird,5.2,7.2,7.8,5.0,5.8
Chae Soo Bin,I'm Not a Robot,8.9,9.5,8.5,8.8,9.2
Chae Soo Bin,Love in the Moonlight,8.4,9.6,8.6,8.6,8.9
Chae Soo Bin,Rebel: Thief Who Stole the People,8.5,9.5,9.5,7.0,8.9
Chae Soo Bin,Rookie Cops,8.2,8.8,8.4,7.6,8.5
Chae Soo Bin,Sassy Go Go,8.1,9.4,8.2,7.5,8.6
Chae Soo Bin,Strongest Deliveryman,7.6,8.6,7.8,6.5,7.6
Chae Soo Bin,The Fabulous,7.9,8.7,8.5,7.5,8.2
Chae Soo Bin,Where Stars Land,7.2,8.1,7.5,4.8,6.5
Chae Won Bin,Strong Underdog,9.0,10.0,8.0,8.0,9.0
Chae Won Bin,The Mermaid Prince: The Beginning,8.0,8.7,6.8,6.6,8.0
Chae Won Bin,The Secret of Secret,7.5,9.5,7.5,4.5,7.5
Chae Won Bin,Twenty-Twenty,8.8,8.8,8.9,8.3,8.8
Chan,Twenty-Twenty,8.8,8.8,8.9,8.3,8.8
Chang Ryul,Bargain,8.0,9.2,6.2,5.6,7.0
Chang Ryul,My Name,7.4,8.5,8.0,5.8,7.7
Chani,Click Your Heart,7.6,8.1,8.0,6.8,8.0
Chani,Imitation,7.5,7.8,7.9,5.8,7.5
Chani,Jinx,8.0,8.0,7.5,6.0,8.0
Chani,Love as You Taste,5.0,8.0,5.5,4.0,4.5
Chani,Miracle,6.4,7.4,6.7,4.0,6.4
Chani,Must You Go?,7.4,7.8,8.1,5.1,7.3
Cheon Hee Joo,To My Beautiful Woo Ri,8.0,8.1,6.6,5.2,8.0
Cheon Sam,Multi Personality Girl,7.0,9.0,6.0,8.0,7.5
Cheon Seung Ho,Mr. Heart,6.7,7.9,7.9,5.6,7.2
Cheon Seung Ho,Where Your Eyes Linger,7.6,8.3,7.5,7.0,7.7
Cho Byeong Kyu,Dokgo Rewind,6.8,7.2,6.4,5.5,6.8
Cho Byeong Kyu,Hot Stove League,9.2,9.6,8.1,8.4,9.2
Cho Byeong Kyu,The Uncanny Counter,7.8,9.0,8.2,7.2,8.2
Cho Eun Ho,The Sweet Blood,5.6,5.8,5.8,4.0,5.2
Cho Han Gyeol,Let Me Off the Earth,8.1,8.7,8.8,6.7,8.1
Cho Han Gyeol,Love Mate,7.1,8.6,7.6,5.9,7.2
Cho Hoon,Today Office Tomorrow Romance,5.0,6.5,5.0,3.0,3.0
Cho Hye Jin,TV Novel: A Sea of Her Own,2.0,2.0,1.0,1.0,2.0
Cho Hye Jung,Alchemist,6.4,7.7,8.3,6.2,7.1
Cho Hye Jung,Because It's the First Time,9.0,9.1,8.3,8.6,8.8
Cho Hye Jung,Imaginary Cat,7.4,8.1,6.6,5.8,7.7
Cho Hye Jung,Weightlifting Fairy Kim Bok Joo,7.4,8.6,8.7,5.6,7.6
Cho Hyun Min,Love Mate,7.1,8.6,7.6,5.9,7.2
Cho Ji An,Like,8.5,8.5,8.0,6.6,8.1
Cho Kyu Hyun,Bong Soon: A Cyborg in Love,8.0,7.5,7.5,6.0,7.8
Cho Mi Yeon,Adult Trainee,7.9,8.1,7.0,6.8,7.5
Cho Mi Yeon,Delivery,6.8,7.8,7.0,6.0,6.8
Cho Mi Yeon,Her Bucket List,7.3,7.6,7.4,4.5,7.2
Cho Mi Yeon,Replay: The Moment When It Starts Again,6.0,7.3,8.4,5.9,7.3
Cho Min Ho,Sleepless in Love,7.5,7.5,8.5,6.0,7.2
Cho Seung Woo,Divorce Attorney Shin,9.0,9.4,8.9,8.5,8.9
Cho Seung Woo,Life,9.2,9.8,8.2,8.0,9.3
Cho Seung Woo,Sisyphus: The Myth,8.5,9.2,8.5,7.4,8.3
Cho Seung Woo,Stranger,8.8,9.4,8.4,7.6,9.0
Cho Seung Woo,Stranger Season 2,9.0,9.6,9.3,8.6,9.1
Cho So Bin,Office Watch,7.8,8.0,6.7,6.7,7.5
Cho Yeo Jung,Babysitter,8.8,8.3,8.8,7.5,8.3
Cho Yeo Jung,Beautiful World,8.9,9.3,8.4,7.0,8.8
Cho Yeo Jung,"Cheat On Me, if You Can",7.3,9.1,8.2,6.4,7.9
Cho Yeo Jung,Divorce Lawyer in Love,7.7,7.4,5.8,4.6,6.7
Cho Yeo Jung,High Class,6.0,7.6,6.5,4.0,5.8
Cho Yeo Jung,Ms. Perfect,6.9,7.7,6.3,4.9,7.2
Cho Yeo Jung,Woman of 9.9 Billion,6.8,8.0,6.6,5.6,7.2
Cho Yi Hyun,109 Strange Things,5.8,6.5,5.6,4.1,6.0
Cho Yi Hyun,All of Us Are Dead,7.5,8.6,7.5,6.8,7.9
Cho Yi Hyun,How to Buy a Friend,7.8,8.8,7.7,5.9,8.1
Cho Yi Hyun,School 2021,7.3,8.0,8.3,5.4,7.5
Cho Yu Ha,A Superior Day,4.3,6.6,5.4,3.3,4.7
Choe Chan Yi,Best Mistake,7.4,7.3,7.7,6.6,7.2
Choe Chan Yi,Govengers,9.2,9.5,8.2,9.5,9.2
Choe Chan Yi,Light on Me,8.0,8.3,9.0,7.3,8.3
Choe Ri Ra,Bio Homme,8.0,7.5,10.0,8.0,8.5
Choerry,First Love Story Season 3,6.0,7.0,5.0,5.0,5.0
Choi  Tae Joon,109 Strange Things,5.8,6.5,5.6,4.1,6.0
Choi  Tae Joon,All About My Mom,8.6,9.6,8.4,7.3,8.9
Choi  Tae Joon,Missing 9,5.7,8.7,6.9,3.8,5.7
Choi  Tae Joon,So I Married an Anti-Fan,6.8,7.8,7.2,5.6,7.2
Choi  Tae Joon,Suspicious Partner,8.0,9.2,8.2,7.0,8.2
Choi  Tae Joon,The Man's Voice,4.8,7.2,4.6,3.6,4.9
Choi  Tae Joon,The Undateables,6.8,8.6,8.4,5.4,7.6
Choi  Woo Shik,Ho Goo's Love,9.2,9.3,8.0,8.6,9.2
Choi  Woo Shik,Our Beloved Summer,7.0,8.7,8.2,6.3,7.8
Choi  Woo Shik,The Boy Next Door,9.2,9.7,9.0,9.6,9.5
Choi  Woo Shik,The Package,9.3,9.2,8.6,8.9,9.4
Choi A Ra,Age of Youth Season 2,8.9,8.1,8.9,7.9,8.7
Choi Bo Min,A-Teen Season 2,7.9,8.7,8.6,6.7,8.2
Choi Bo Min,Shadow Beauty,7.4,8.6,6.8,6.0,7.4
Choi Byung Chan,A Business Proposal,5.9,7.3,7.5,5.9,6.5
Choi Byung Chan,Live On,6.7,8.0,7.6,5.9,7.1
Choi Byung Chan,The King's Affection,7.0,8.5,8.0,6.1,7.2
Choi Byung Mo,Avengers Social Club,9.1,9.4,8.1,8.0,8.8
Choi Byung Mo,Love Affairs in the Afternoon,8.5,9.0,8.5,7.8,8.6
Choi Byung Mo,Spring Turns to Spring,7.8,9.3,7.4,6.9,8.2
Choi Chan Ho,More Than Friends,5.0,7.7,7.1,3.8,5.2
Choi Dae Chul,Baek Hee Has Returned,7.9,8.9,6.9,6.2,8.0
Choi Dae Chul,Jugglers,6.2,7.5,6.8,5.3,6.5
Choi Dae Chul,Meloholic,6.3,7.2,6.7,4.5,6.4
Choi Dae Chul,"Sweet Home, Sweet Honey",7.3,7.0,5.5,4.4,6.5
Choi Dae Chul,The Golden Spoon,7.7,9.0,8.1,5.6,7.5
Choi Dae Hoon,Beyond Evil,8.2,9.3,8.2,6.6,8.5
Choi Dae Hoon,Heart Surgeons,7.4,7.9,7.1,5.8,7.3
Choi Dae Hoon,Melancholia,8.9,9.6,9.2,7.7,9.2
Choi Dae Hoon,One Dollar Lawyer,8.2,8.9,8.2,6.8,8.2
Choi Dae Hoon,You Raise Me Up,7.6,8.8,8.3,7.0,7.9
Choi Dae Soo,First Love Story,7.5,8.0,5.5,6.5,7.0
Choi Dae Soo,First Love Story Season 2,6.0,7.0,5.0,5.0,5.0
Choi Dae Sung,Devil's Diary,8.5,8.2,8.8,9.2,8.5
Choi Dae Sung,Dr. Ian,5.8,6.7,6.1,3.5,5.6
Choi Daniel,Jugglers,6.2,7.5,6.8,5.3,6.5
Choi Daniel,Salon De Nabi,9.0,9.2,8.9,8.7,9.0
Choi Daniel,The Ghost Detective,7.3,8.8,8.5,5.7,6.8
Choi Daniel,Today's Webtoon,6.2,8.2,6.8,4.0,6.6
Choi Deok Moon,Ho Goo's Love,9.2,9.3,8.0,8.6,9.2
Choi Deok Moon,Moebius: The Veil,7.1,7.5,6.4,5.8,7.0
Choi Deok Moon,Money Game,8.0,9.0,8.4,7.4,8.7
Choi Deok Moon,The Forbidden Marriage,7.4,8.1,7.5,6.1,7.2
Choi Eun Ji,Multi Personality Girl,7.0,9.0,6.0,8.0,7.5
Choi Eun Ji,You I Didn't Know,8.0,8.0,8.0,8.0,8.0
Choi Eun Kyoung,Monkey and Dog Romance,4.0,9.0,3.0,1.0,5.0
Choi Gwi Hwa,Bad Guys: City of Evil,7.9,8.3,8.4,6.5,8.0
Choi Gwi Hwa,Suits,8.2,8.9,7.0,6.4,7.9
Choi Gwi Hwa,The Running Mates: Human Rights,6.8,8.0,5.7,5.1,6.3
Choi Ha Young,Love as You Taste,5.0,8.0,5.5,4.0,4.5
Choi Hee Jin,Flower Ever After,8.3,8.4,8.1,7.6,8.2
Choi Hee Jin,The Best Ending,7.7,8.0,7.7,6.3,7.8
Choi Hee Seo,Big Forest,6.8,7.0,4.7,3.7,6.8
Choi Hee Seo,Mistress,8.8,8.5,8.3,5.7,8.3
Choi Hee Seo,"Now, We Are Breaking Up",4.2,4.7,4.7,2.6,4.2
Choi Hui Seung,Love Playlist,8.7,8.8,7.8,7.7,8.3
Choi Hui Seung,Love Playlist Season 2,8.1,8.2,7.5,7.5,8.0
Choi Hui Seung,Love Playlist Season 3,8.7,8.6,8.2,8.1,8.3
Choi Hwa Jung,Stealer: The Treasure Keeper,8.7,8.9,8.8,8.7,8.4
Choi Hwan Yi,The Director Who Buys Me Dinner,7.6,8.5,7.5,6.5,7.7
Choi Hye Jin,Almost Famous,6.8,8.5,6.5,5.8,6.2
Choi Hyun Jin,The King of Pigs,9.3,9.7,9.1,8.4,9.5
Choi Hyun Suk,The Mysterious Class,8.0,8.8,9.1,7.2,8.0
Choi Hyun Wook,Pop Out Boy!,8.1,8.5,8.0,7.5,8.2
Choi Hyun Wook,Racket Boys,8.4,9.2,7.8,7.8,8.8
Choi Hyun Wook,Real:Time:Love,6.5,7.5,6.8,6.2,6.4
Choi Hyun Wook,Real:Time:Love Season 2,8.0,9.0,7.4,8.2,8.1
Choi Hyun Wook,Real:Time:Love Season 3,8.8,8.8,8.0,7.0,8.0
Choi Hyun Wook,Real:Time:Love Season 4,8.0,9.5,8.3,7.8,8.2
Choi Hyun Wook,Twenty-Five Twenty-One,9.0,10.0,9.5,7.9,9.3
Choi Hyun Wook,Weak Hero Class 1,9.1,9.7,9.3,8.7,9.3
Choi Il Hwa,Save the Family,4.0,4.0,1.0,1.0,4.0
Choi Il Hwa,Witch's Castle,1.5,1.5,1.0,1.0,1.5
Choi Ja Hye,Leverage,7.0,8.0,6.5,5.5,7.3
Choi Ja Hye,Sweet Enemy,2.2,5.0,2.8,2.0,2.2
Choi Jae Hyeok,Life After One Minute,7.5,8.0,7.5,3.5,7.0
Choi Jae Hyun,Dalgona,6.2,6.7,7.3,4.7,6.8
Choi Jae Hyun,Peach of Time,8.2,9.0,9.0,7.8,8.4
Choi Jae Hyun,The Heavenly Idol,5.0,6.8,5.9,4.5,5.4
Choi Jae Rim,Green Mothers' Club,7.9,8.7,7.4,5.9,7.7
Choi Jae Rim,Lies Hidden in My Garden,7.5,8.9,8.2,5.9,7.7
Choi Jae Sub,Witch's Love,7.7,8.5,8.1,6.7,7.9
Choi Jae Woong,Stranger,8.8,9.4,8.4,7.6,9.0
Choi Jae Woong,The Game: Towards Zero,6.6,7.8,7.4,4.8,6.6
Choi Ji Hui,Can You Deliver Time?,9.5,9.0,8.5,8.5,9.5
Choi Ji Hui,Ga Doo Ri’s Sushi Restaurant,6.7,8.2,7.2,6.7,7.4
Choi Ji Hui,"Teacher, Would You Like to Date Me?",5.0,7.0,7.0,3.0,5.5
Choi Ji Su,300 Year-Old Class of 2020,6.8,8.0,8.7,6.7,7.7
Choi Ji Su,Convenience Store Fling,7.0,8.9,8.3,8.3,8.2
Choi Ji Su,Replay: The Moment When It Starts Again,6.0,7.3,8.4,5.9,7.3
Choi Ji Su,The Moment the Heart Shines,7.3,8.5,7.7,6.3,7.2
Choi Ji Won,Everybody Say Kungdari,8.5,10.0,8.0,5.0,8.5
Choi Ji Won,Out of Breath,9.8,9.8,6.8,8.1,9.1
Choi Ji Won,She Makes My Heart Flutter,9.2,9.3,8.7,9.5,9.3
Choi Ji Woo,The Most Beautiful Goodbye,8.8,9.2,8.6,5.4,8.6
Choi Ji Woo,Twenty Again,8.7,8.5,8.3,7.2,8.7
Choi Ji Woo,Woman with a Suitcase,7.5,8.3,6.3,6.8,8.0
Choi Ji Woong,My Woofy Poofy Love,5.0,4.5,4.0,3.0,5.5
Choi Jin Ho,Beyond Evil,8.2,9.3,8.2,6.6,8.5
Choi Jin Ho,Dr. Romantic,8.5,9.7,8.0,7.5,9.0
Choi Jin Hyuk,Devilish Joy,7.2,8.9,7.7,6.9,8.1
Choi Jin Hyuk,Justice,8.2,8.8,8.2,6.8,8.1
Choi Jin Hyuk,Numbers,7.2,8.6,6.6,6.5,7.4
Choi Jin Hyuk,Rugal,6.0,8.0,6.5,4.8,6.7
Choi Jin Hyuk,The Last Empress,6.9,8.5,7.5,4.9,7.0
Choi Jin Hyuk,Tunnel,7.5,8.7,7.9,6.0,7.8
Choi Jin Hyuk,Zombie Detective,7.6,8.7,7.8,6.5,8.1
Choi Jong Hoon,88 Street,9.5,9.5,8.5,9.0,9.5
Choi Jong Hoon,Detective Alice,3.1,4.2,2.7,2.7,3.8
Choi Jong Hoon,Prince's Prince,8.1,8.5,7.9,7.6,8.1
Choi Jong Hoon,Unexpected Heroes,6.9,7.9,6.4,4.2,6.3
Choi Jong Hwan,Time,6.7,7.9,6.7,4.3,6.5
Choi Jong Won,Untouchable,6.0,7.8,5.0,3.0,4.8
Choi Joon Han,My Wonderful Roommate,9.0,8.0,8.0,9.5,8.5
Choi Jung Won,Borg Mom,7.0,6.5,4.0,5.0,7.2
Choi Jung Won,Starting Point of Dating,6.0,6.0,6.0,5.0,6.0
Choi Jung Won,Still Loving You,7.0,7.5,4.0,4.5,7.0
Choi Jung Won,Witch's Castle,1.5,1.5,1.0,1.0,1.5
Choi Jung Woo,A Place in the Sun,8.0,8.0,5.8,6.3,7.7
Choi Jung Woo,"At a Distance, Spring Is Green",6.9,8.2,8.3,5.9,7.5
Choi Jung Woo,Be My Dream Family,7.9,8.4,6.1,6.8,7.6
Choi Jung Woo,Wind-Bell,7.8,8.6,7.2,6.5,7.9
Choi Jung Yoon,Amor Fati,5.0,5.2,4.0,4.2,5.0
Choi Kang Hee,Glamorous Temptation,6.0,7.9,5.7,2.8,6.1
Choi Kang Hee,Good Casting,7.6,8.2,7.8,6.1,7.6
Choi Kang Hee,Heart to Heart,9.0,9.5,8.6,8.6,9.3
Choi Kang Hee,"Hello, Me!",7.8,8.3,7.8,6.4,7.8
Choi Kang Hee,Queen of Mystery,8.9,9.4,8.5,7.8,9.0
Choi Kang Hee,Queen of Mystery Season 2,6.1,8.1,6.1,4.9,6.3
Choi Kwang Il,Again My Life,6.3,7.4,6.7,4.4,6.1
Choi Kwang Il,Born Again,9.0,9.5,9.2,7.0,9.0
Choi Kwang Il,Hometown,7.0,8.7,7.2,5.2,6.9
Choi Kwang Il,Lovers of the Red Sky,6.5,7.0,7.2,5.1,6.2
Choi Kwang Il,Rich Man,5.7,6.0,6.5,3.8,5.6
Choi Kwang Je,"Miss Ma, Nemesis",7.5,8.8,8.0,6.2,7.5
Choi Kwang Je,Pegasus Market,8.7,9.0,8.5,7.0,8.6
Choi Kwang Rok,Hit the Spot,9.0,9.3,7.9,8.1,9.0
Choi Kyu Jin,CHIP-IN,6.4,8.2,6.6,5.2,6.9
Choi Kyu Jin,Class of Lies,7.9,8.8,8.3,5.5,7.8
Choi Kyung Hoon,"Legally, Dad",6.2,7.2,6.3,5.1,6.3
Choi Kyung Hoon,Re-Feel: If Only,9.0,9.0,9.0,9.0,9.0
Choi Kyung Hoon,"Romance, Talking",8.4,8.4,7.9,7.6,8.4
Choi Kyung Hoon,The Best Ending,7.7,8.0,7.7,6.3,7.8
Choi Kyung Hoon,True Ending,5.8,6.2,6.0,4.5,5.3
Choi Min,Cinderella and the Four Knights,5.8,7.6,7.7,4.1,6.3
Choi Min Ho,Because It's the First Time,9.0,9.1,8.3,8.6,8.8
Choi Min Ho,Hwarang,6.3,8.6,8.2,6.2,7.4
Choi Min Ho,Somehow 18,8.9,9.2,7.1,8.4,8.9
Choi Min Ho,The Fabulous,7.9,8.7,8.5,7.5,8.2
Choi Min Ho,The Most Beautiful Goodbye,8.8,9.2,8.6,5.4,8.6
Choi Min Hwan,4 Kinds of House,7.6,8.9,7.1,4.8,7.2
Choi Min Hwan,Hot and Sweet,6.8,7.3,6.3,5.5,7.2
Choi Min Kyu,Like,8.5,8.5,8.0,6.6,8.1
Choi Min Kyu,Thumbs Up Feeds Me,9.0,8.5,8.0,9.0,9.0
Choi Min Seo,Let Me Off the Earth,8.1,8.7,8.8,6.7,8.1
Choi Min Shik,Big Bet,8.2,10.0,8.3,6.5,8.2
Choi Min Shik,Big Bet Season 2,6.2,8.2,4.0,1.0,6.8
Choi Min Soo,Extracurricular,7.6,8.7,7.3,6.0,7.7
Choi Min Soo,Lawless Lawyer,7.3,8.7,6.9,6.5,7.8
Choi Min Soo,Love as You Taste,5.0,8.0,5.5,4.0,4.5
Choi Min Soo,Man Who Dies to Live,5.0,6.2,4.5,4.8,5.0
Choi Min Soo,Numbers,7.2,8.6,6.6,6.5,7.4
Choi Min Soo,The Royal Gambler,7.6,9.4,8.7,6.8,8.3
Choi Moo Sung,A Model Family,8.5,9.6,8.1,6.2,7.9
Choi Moo Sung,Stranger Season 2,9.0,9.6,9.3,8.6,9.1
Choi Moo Sung,The Good Bad Mother,7.9,9.2,7.5,6.6,8.0
Choi Moo Sung,The Guardians,8.7,9.5,9.4,6.7,8.9
Choi Moo Sung,The Nokdu Flower,9.5,9.5,9.0,8.0,9.3
Choi Moon Hee,Duty After School: Part 1,8.0,8.4,7.8,7.6,8.1
Choi Moon Hee,Duty After School: Part 2,4.9,6.6,5.0,3.0,4.7
Choi Myung Gil,Gracious Revenge,5.8,6.5,5.0,3.5,5.8
Choi Myung Gil,House of Bluebird,5.2,7.2,7.8,5.0,5.8
Choi Myung Gil,Mysterious Personal Shopper,4.8,7.0,5.0,4.5,6.2
Choi Myung Gil,Red Shoes,4.0,5.0,5.0,1.0,4.0
Choi Myung Gil,To All The Guys Who Loved Me,5.7,7.7,6.3,3.2,6.0
Choi Phillip,Baek Hee Has Returned,7.9,8.9,6.9,6.2,8.0
Choi Ri,Birthcare Center,9.2,9.3,8.7,8.1,9.0
Choi Ri,Bloody Heart,8.9,9.1,7.3,7.1,8.5
Choi Ri,My First First Love,6.8,8.5,6.8,4.9,6.9
Choi Ri,My First First Love Season 2,6.3,7.9,7.3,5.2,6.7
Choi Seo Hyuk,Somehow 18,8.9,9.2,7.1,8.4,8.9
Choi Seok Won,Phantom School,7.5,7.8,8.4,5.5,7.9
Choi Seung Hoon,My Wonderful Life,3.6,6.0,3.1,1.0,2.9
Choi Seung Kyung,"My Lawyer, Mr. Jo 2: Crime and Punishment",5.5,6.8,6.2,5.2,6.8
Choi Si Hun,Café Kilimanjaro,7.5,8.4,8.6,5.6,8.0
Choi Si Hun,Romanced,7.4,7.2,5.9,6.5,7.0
Choi Si Hun,The New Employee,7.2,8.2,7.3,6.5,7.7
Choi Si Won,Love Is for Suckers,6.3,7.8,6.1,4.4,6.9
Choi Si Won,My Fellow Citizens!,8.2,9.2,8.5,6.4,8.3
Choi Si Won,Revolutionary Love,6.8,8.9,8.2,6.0,7.5
Choi Si Won,She Was Pretty,7.6,8.6,7.9,6.0,7.8
Choi Si Won,"Work Later, Drink Now",9.2,9.4,8.4,8.4,9.3
Choi Si Won,"Work Later, Drink Now Season 2",7.8,9.0,8.2,7.2,7.8
Choi So Yoon,Mokkoji Kitchen,6.5,8.5,6.0,6.0,7.0
Choi Soo Han,What's Up With These Kids!?,5.5,6.0,7.5,6.0,7.0
Choi Soo Jong,My Only One,6.8,8.0,6.8,5.6,6.8
Choi Soo Rin,A Good Supper,3.8,5.5,5.7,2.0,3.8
Choi Soo Young,38 Task Force,8.3,9.0,8.2,6.2,8.4
Choi Soo Young,"Fanletter, Please",8.8,9.1,8.2,8.2,8.7
Choi Soo Young,If You Wish Upon Me,7.9,9.2,8.3,7.2,8.0
Choi Soo Young,Man in the Kitchen,5.0,6.0,5.0,3.0,5.0
Choi Soo Young,People You May Know,8.5,8.7,8.3,7.7,8.6
Choi Soo Young,Run On,8.0,9.1,8.0,6.9,8.2
Choi Soo Young,So I Married an Anti-Fan,6.8,7.8,7.2,5.6,7.2
Choi Soo Young,Tell Me What You Saw,7.8,8.7,8.1,7.2,7.9
Choi Sung Eun,Beyond Evil,8.2,9.3,8.2,6.6,8.5
Choi Sung Eun,The Sound of Magic,8.5,9.2,8.8,7.0,8.7
Choi Sung Hwan,Shining Na Ra,9.5,7.0,3.0,9.5,7.5
Choi Sung Jae,A Place in the Sun,8.0,8.0,5.8,6.3,7.7
Choi Sung Jae,My Wonderful Life,3.6,6.0,3.1,1.0,2.9
Choi Sung Jae,TV Novel: A Sea of Her Own,2.0,2.0,1.0,1.0,2.0
Choi Sung Joon,Casting a Spell to You,6.4,7.6,6.3,4.5,6.6
Choi Sung Min,Broke Rookie Star,8.0,7.0,8.0,4.0,7.0
Choi Sung Min,Here Comes Love,7.2,7.4,6.0,6.0,7.5
Choi Sung Won,My Absolute Boyfriend,6.5,7.8,7.5,5.6,6.8
Choi Tae Hwan,The Facetale: Cinderia,7.0,8.0,3.0,1.0,7.0
Choi Tae Yi,Discipline,7.3,8.1,5.8,5.2,7.0
Choi Won Hong,Big Forest,6.8,7.0,4.7,3.7,6.8
Choi Won Myung,Peng,4.4,5.7,5.1,3.9,4.4
Choi Won Young,Doctor Prisoner,8.6,9.5,8.0,6.9,8.5
Choi Won Young,Doubtful Victory,5.3,7.3,7.3,3.2,5.8
Choi Won Young,Hello Monster,8.9,9.0,8.4,8.6,9.0
Choi Won Young,Moonshine,7.0,8.6,7.0,4.6,7.4
Choi Won Young,My Dangerous Wife,8.6,9.2,8.8,6.5,8.6
Choi Won Young,Mystic Pop-Up Bar,9.0,9.2,8.8,8.4,8.9
Choi Won Young,Reflection of You,7.5,9.3,8.5,6.1,7.8
